id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
661923,PRIVATE TERRACE OFFERS 360 VIEWS,3341629,MySuite,,Beyoglu,41.02863,28.98232,Entire home/apt,1458,1,3,2021-10-17,0.03,2,355,1,
663291,Historic Old City Studio Apt Balat2,2361238,Carolina,,Fatih,41.02919,28.94835,Entire home/apt,425,2,193,2021-11-25,1.81,7,354,16,
663327,Historic Old City MiniDuplex Balat4,2361238,Carolina,,Fatih,41.02919,28.94835,Entire home/apt,292,2,220,2021-12-14,1.95,7,30,16,
668803,Chic Quatier Botanical Heaven,3385653,Berna,,Sisli,41.04996,28.99948,Entire home/apt,1283,3,0,,,1,365,0,
670454,"Cozy Room with Terrace, City View!",2541656,Başak,,Besiktas,41.05167,29.00572,Private room,222,90,25,2021-03-13,0.22,11,147,1,
680374,Fancy 2 Bdrm Macka Apt (near Besiktas and Taksim),2086289,Banu,,Besiktas,41.04223,28.99864,Entire home/apt,905,2,79,2021-10-18,0.71,1,332,1,
683885,Ender Guzey Museum ARThill Bodrum,3486968,Ender,,Sariyer,41.22204,29.02467,Private room,952,180,0,,,1,365,0,
684354,Modern and Clean Residence in Perfect Location,3489405,Omer Faruk,,Bahcelievler,41.00468,28.81231,Entire home/apt,875,4,45,2020-01-24,0.80,2,173,0,
688345,Cozy apt in the heart of Cihangir,3514111,Emre,,Beyoglu,41.03148,28.98405,Private room,633,5,1,2013-05-09,0.01,1,365,0,
691434,1 bedroom apartment in the center of Old Istanbul,2552453,Ozkan,,Fatih,41.02849,28.94835,Entire home/apt,554,14,36,2021-11-26,0.46,5,340,7,
691572,Studio flat in Istanbul very good price,2552453,Ozkan,,Fatih,41.0304,28.94722,Entire home/apt,485,14,37,2021-11-02,0.48,5,322,3,
691637,Luxury in space & full privacy,3072862,Levent,,Fatih,41.00378,28.97975,Entire home/apt,2299,1,3,2016-05-28,0.04,4,304,0,
694026,Comfy Central Room in A Safe Area,3550985,Ahmet,,Sisli,41.05529,28.97863,Private room,105,3,37,2021-11-11,0.37,1,356,1,
694664,EDEN | 1Bed with Garden in CIHANGIR,852380,Ilker,,Beyoglu,41.03226,28.98376,Entire home/apt,751,3,33,2021-11-30,0.29,5,356,7,
695089,Great Value&Close to Metro Station!,3476127,Ozan,,Besiktas,41.07241,29.02526,Private room,361,3,10,2014-10-31,0.09,3,365,0,
701899,"Artist's Studio, Central & Near Taksim",3195183,Efe & Memet,,Sisli,41.04899,28.98646,Entire home/apt,415,2,216,2021-12-15,1.92,4,361,23,
703593,Perfect Located HOUSE Cihangir BEYOGLU,2769925,Pelin,,Beyoglu,41.03099,28.98272,Entire home/apt,580,2,383,2021-12-13,3.43,5,76,44,
705394,"Catch Spell of  Beyoglu, PERA, Taxim,taksim",3314654,Baris,,Beyoglu,41.02976,28.97419,Entire home/apt,1119,2,43,2021-11-18,0.38,2,362,11,
708882,LÜX_TEMİZ_HİJYENİK_DAİRE,3646896,Şafak,,Sisli,41.07401,29.00048,Entire home/apt,1236,1,0,,,1,365,0,
709378,"Really Turkish Hospitality Mimaroba, Büyükçekmece",3649401,Fikret,,Besiktas,41.04284,29.00399,Private room,408,1,0,,,1,362,0,
710475,"house surrounded by greenery,beykoz",3657032,Canan,,Beykoz,41.13963,29.13012,Entire home/apt,621,1,3,2015-08-23,0.03,1,364,0,
710749,Tabiatla iç içe! Ulaşım çok kolay!,3658014,Necdet,,Cekmekoy,41.03261,29.17809,Private room,768,1,0,,,1,365,0,
713217,The Jewel of the Bosphorus,3670838,Cedric,,Uskudar,41.04286,29.04834,Private room,1442,1,1,2013-04-11,0.01,1,365,0,
714419,Attic for 2adults+2kids in villa,3679414,Bilge Han,,Sariyer,41.23412,29.00687,Private room,1130,6,0,,,1,365,0,
717409,"PRIVATE ROOM,CENTRAL OF MECIDIYEKOY",1411951,Nedret,,Sisli,41.07315,28.99933,Entire home/apt,933,6,0,,,1,365,0,
718628,En az 15 günlük için Şık  site içinde daire,3706697,Suna,,Sancaktepe,41.00618,29.20436,Entire home/apt,565,10,1,2021-08-29,0.24,2,348,1,
718917,Fancy Flat near Taksim Square (7),1605466,Kerem,,Beyoglu,41.03948,28.98233,Entire home/apt,593,1,341,2021-12-29,3.69,12,341,25,
724307,Private Room in Residential Area,3744228,Seckin,,Besiktas,41.07433,29.02457,Private room,350,1,0,,,1,354,0,
724513,Villa Bosphorus Konak,1542021,İlhan,,Beykoz,41.17503,29.08932,Entire home/apt,3051,2,3,2019-03-31,0.03,7,302,0,
728570,Nice pvt room near Sabiha airport,3780095,Fi̇li̇z,,Tuzla,40.81867,29.30315,Private room,408,1,0,,,1,365,0,
728601,Adorable private bedroom & bathroom,350982,Sibel,,Besiktas,41.05984,29.01945,Private room,758,3,1,2015-08-31,0.01,1,365,0,
729001,"Bosphorus View, terrace Taksim flat",3785798,Miko And Roza,,Beyoglu,41.0305,28.98831,Entire home/apt,663,7,88,2021-12-15,0.80,2,344,1,
729616,Small room in the city center,3338221,Bahar,,Fatih,41.01691,28.92926,Private room,155,2,13,2014-05-13,0.12,2,364,0,
730613,Single room in Avenue Bagdat Apart,767876,Pelin,,Kadikoy,40.97417,29.06564,Private room,384,5,12,2021-11-29,0.12,3,244,1,
739517,Historical Spacious Room in Taksim!,3733806,Süreyya,,Beyoglu,41.03083,28.98059,Private room,267,2,63,2019-04-29,0.65,1,360,0,
740158,"Marvelous sea view, 80m2 penthouse",3815061,Bahri&Nihal,,Uskudar,41.01446,29.01539,Entire home/apt,558,3,82,2021-12-07,0.77,3,354,12,
741440,Orange Studio Private&Great Terrace,466302,Demir,,Sisli,41.05107,28.98732,Entire home/apt,568,2,40,2021-12-08,0.39,12,336,4,
741489,Taksimde eğlence ve tarihin içinde,3851071,Ali,,Beyoglu,41.03065,28.98378,Entire home/apt,1166,3,0,,,1,365,0,
742074,Cheap Taksim Wooden Mansion!,3785798,Miko And Roza,,Beyoglu,41.03187,28.97283,Entire home/apt,560,4,45,2021-10-25,0.42,2,337,1,
743975,Magnificent Rooms For Your Comfort,3898634,Bilal,,Uskudar,41.01854,29.014,Private room,700,1,1,2015-03-05,0.01,1,365,0,
744242,#Old City#Authentic Duplex #Terrace,4334558,Ibrahim,,Fatih,41.0119,28.95237,Entire home/apt,883,3,128,2020-03-20,1.20,1,246,0,
746925,TAKSIM CENTER - Comfy Room / House,3000696,Onur,,Beyoglu,41.0403,28.98235,Private room,175,2,1,2013-06-20,0.01,1,0,0,
750291,Cozy Room OLIVE   @Kaboom Guest House,1806816,Kaboom Guest House,,Beyoglu,41.03691,28.97167,Private room,152,2,9,2020-01-02,0.08,7,151,0,
757385,One bedroom apartment in Istanbul,3988379,Omer,,Kagithane,41.07491,28.97583,Entire home/apt,948,1,0,,,1,365,0,
757694,Room for Rent in Istanbul Airport,3845067,Ömür,,Bahcelievler,41.00406,28.82735,Private room,466,1,0,,,1,365,0,
761229,CENTRAL FLAT IN BEYOGLU,825635,Merve,,Beyoglu,41.03827,28.97545,Entire home/apt,521,3,15,2020-03-08,0.19,4,354,0,
764673,1+1 Modern House at the Bosphorus!!,3878300,Gonca,,Besiktas,41.04603,29.01484,Entire home/apt,443,3,8,2017-09-16,0.08,1,0,0,
767323,Comfortable rooms in Beylikdüzü,3043974,Hakan,,Beylikduzu,41.00387,28.6499,Private room,583,1,3,2013-03-09,0.03,1,365,0,
768439,In the heart of Cihangir!,2017892,Dogan,,Beyoglu,41.03095,28.98245,Entire home/apt,583,365,6,2014-01-02,0.05,1,365,0,
768724,Room in Touristic Spot of Istanbul,4055099,Hediye,,Beyoglu,41.03363,28.98858,Private room,175,5,20,2021-11-26,0.44,2,355,7,
769270,Rental Room in Istanbul Good Choice,4057328,Fırat,,Basaksehir,41.08559,28.66085,Private room,412,1,0,,,2,365,0,
770225,2 min Accross Metro 20min to Taksim,4063457,Erhan,,Sisli,41.10122,29.00202,Private room,247,1,3,2013-05-09,0.03,1,365,0,
776764,Incomparable view/Spacious Kadıköy,1148150,Handan,,Kadikoy,40.98819,29.02951,Private room,373,2,10,2018-08-31,0.09,4,361,0,
778627,Central @ ISTANBUL close to History,4057328,Fırat,,Fatih,41.01536,28.94716,Entire home/apt,839,1,0,,,2,365,0,
781959,SPACE IN HISTORICAL BOSPHORUS HOUSE,3304529,Erkmen,,Besiktas,41.0681,29.04272,Private room,875,7,0,,,1,365,0,
782389,Studio fully serviced in the trendiest district,4126563,Burak,,Sisli,41.04946,28.99007,Hotel room,1474,1,5,2021-07-14,0.13,4,361,2,
783488,Stylish Suite with kitchenette in No 11 Hotel,4131290,Ayşe Zeynep,,Beyoglu,41.03151,28.97421,Hotel room,641,1,54,2019-05-16,0.51,7,359,0,
784620,Studio in Galata area near Tram St.,4137180,Ahmet,,Beyoglu,41.02949,28.97849,Entire home/apt,206,4,149,2021-12-15,1.53,2,56,10,
784758,Twin Suit fully serviced in the trendiest district,4126563,Burak,,Sisli,41.05092,28.99035,Hotel room,1474,1,0,,,4,364,0,
785113,Old Istanbul  view/ quiet  terrace,1148150,Handan,,Kadikoy,40.98492,29.02851,Private room,241,1,32,2018-04-30,0.29,4,312,0,
785494,"Urban Blue - 2BR - 1,5 BA - Galata",2618254,Dodo,,Beyoglu,41.02649,28.97439,Entire home/apt,1805,4,182,2021-12-23,1.69,3,113,9,
788715,Безупречночисто CasaLoBueno#2 Comfort Galata Tower,2054075,Doret & Izel,,Beyoglu,41.02668,28.97579,Entire home/apt,1388,4,88,2021-12-29,0.80,4,357,10,
788822,in the heart of Istanbul,1803233,Maria,,Beyoglu,41.0395,28.97767,Entire home/apt,210,60,1,2015-11-25,0.01,1,364,0,
791056,SPECIAL OFFER Spacious Ottoman style Apartment at the heart of everything.,4167573,David,,Beyoglu,41.03384,28.97912,Entire home/apt,699,2,66,2021-12-26,0.63,1,340,14,
791977,Ground Floor 2+1 @ TAKSIM Very Touristic,4172454,Safa,,Beyoglu,41.04057,28.98126,Private room,730,2,0,,,13,356,0,
793299,Your home in Central Istanbul,4179813,Ahmet,,Sisli,41.04408,28.97746,Private room,350,1,0,,,1,365,0,
796583,"Cozy Home & Office, Istanbul",4196378,Kerem,,Besiktas,41.0805,29.04301,Entire home/apt,2041,1,0,,,1,364,0,
803139,Comfortable apartment in Taksim,4226994,Marika,,Sisli,41.04321,28.98621,Entire home/apt,1030,1,0,,,1,365,0,
803613,Deluxe Suite with Bosphorus View,4229442,Hasan,,Beyoglu,41.03228,28.98641,Entire home/apt,1982,2,0,,,3,345,0,
804340,"Apartment w. garden in Macka, Besiktas, Tesvikiye",4220690,Ayse & Ned,,Besiktas,41.04318,28.99796,Entire home/apt,525,7,12,2020-09-26,0.31,1,0,0,
812948,2 kedili daire..  :),1573951,Emre,,Maltepe,40.94984,29.1589,Private room,471,1,0,,,1,365,0,
813948,Stylish & Cozy Apartment,4277163,Jonas,,Beyoglu,41.02949,28.97794,Entire home/apt,991,3,43,2018-07-15,0.39,1,29,0,
814155,"Modern , Stylish , 2 min to tram/funicular",1542021,İlhan,,Beyoglu,41.03373,28.99154,Entire home/apt,1329,2,15,2019-04-11,0.22,7,0,0,
814340,A nice stay in old İstanbul (Balat),4279051,Ahu,,Fatih,41.03419,28.94348,Private room,515,1,1,2017-05-18,0.02,1,364,0,
815172,Feel like in your own home in ŞİŞLİ,4282661,Metin,,Sisli,41.06286,28.98441,Private room,175,1,0,,,1,365,0,
820752,Alaaddin Apart Beyoglu,4310495,Alaaddin,,Beyoglu,41.03472,28.98079,Entire home/apt,450,6,15,2021-09-27,0.14,2,363,1,
821841,Old Istanbul view/ bedroom for 3,1148150,Handan,,Kadikoy,40.98832,29.02911,Private room,258,1,19,2017-11-19,0.17,4,363,0,
823470,Cozy & Pretty Room in Taksim Square,4312116,Emin,,Beyoglu,41.0369,28.97936,Private room,545,1,0,,,1,365,0,
827174,Luxury Studio in Beyoglu,4339636,Neva,,Beyoglu,41.03162,28.97934,Hotel room,712,1,3,2020-11-30,0.07,15,358,0,
827176,Stylish Studio with Private Patio,4339636,Neva,,Beyoglu,41.03162,28.9794,Entire home/apt,590,1,77,2021-12-11,0.98,15,357,13,
827177,Design Terrace Suit w 24/7 Security,4339636,Neva,,Beyoglu,41.03156,28.97933,Hotel room,557,1,34,2021-11-14,0.44,15,356,4,
827178,Stylish Roof Suit in Beyoğlu,4339636,Neva,,Beyoglu,41.03158,28.97933,Entire home/apt,516,1,83,2021-09-26,1.37,15,346,12,
827440,Nice Studio in the City Center,4339119,فارس,,Sisli,41.06061,28.98604,Private room,1545,3,0,,,1,365,0,
829628,Central & peaceful home @ Bostanci,4347509,Arzu,,Maltepe,40.9558,29.10595,Entire home/apt,525,30,0,,,1,46,0,
830096,Stunning Double Room in Besiktas!,2541656,Başak,,Besiktas,41.05136,29.00635,Private room,233,1,33,2021-09-01,0.31,11,340,4,
835835,modern new building in asian site,4360606,Kerem,,Atasehir,41.00107,29.10075,Entire home/apt,783,3,50,2021-08-16,0.46,1,273,3,
836433,Nice and Bright Studio in the Center of Istanbul,1938185,Gurhan,,Beyoglu,41.037189,28.977118,Entire home/apt,385,2,80,2019-08-18,0.74,1,86,0,
836523,Exclusive and elite location (1 +1),2464199,Fahrettin,,Beyoglu,41.0317,28.98159,Entire home/apt,1666,1,1,2013-04-02,0.01,5,358,0,
841120,"live like a hip local, w/alcove",4392731,Emrah,,Beyoglu,41.02649,28.97665,Entire home/apt,1208,6,40,2021-11-08,0.95,8,328,8,
843343,Apartment in the hearth of Beyoglu,4310495,Alaaddin,,Beyoglu,41.03628,28.97991,Entire home/apt,466,6,17,2019-10-03,0.18,2,358,0,
846376,"live like a hip local, w/balcony",4392731,Emrah,,Beyoglu,41.02809,28.97487,Entire home/apt,1049,6,23,2021-07-21,0.55,8,331,2,
846394,"live like a hip local, 1st floor",4392731,Emrah,,Beyoglu,41.02609,28.97655,Entire home/apt,1009,6,40,2021-12-01,0.95,8,358,8,
846430,"live like a hip local, penthouse",4392731,Emrah,,Beyoglu,41.02812,28.97482,Entire home/apt,1133,6,2,2013-07-11,0.02,8,360,0,
847765,Sweet Flat in Cihangir Cukurcuma,2769925,Pelin,,Beyoglu,41.03251,28.98255,Entire home/apt,577,2,383,2021-12-05,3.53,5,80,31,
848861,Fancy Double Room with Kitchenette in No 11 Hotel,4131290,Ayşe Zeynep,,Beyoglu,41.02965,28.97573,Hotel room,466,1,39,2021-10-18,0.37,7,360,1,
849225,Economy Room  in No 11 Hotel,4131290,Ayşe Zeynep,,Beyoglu,41.03152,28.97594,Hotel room,408,1,1,2017-07-19,0.02,7,362,0,
849707,Apartment in the Heart of the City6,792658,ISlK,,Beyoglu,41.03906,28.98266,Entire home/apt,473,3,61,2021-08-28,0.65,9,333,2,
853021,Apartment in the Heart of the City4,792658,ISlK,,Beyoglu,41.03856,28.983,Entire home/apt,446,3,115,2021-11-18,1.23,9,354,6,
853077,Apartment in the Heart of the City5,792658,ISlK,,Beyoglu,41.03914,28.98302,Entire home/apt,536,3,77,2021-12-06,0.82,9,360,4,
853129,Studio in the Heart of the City 2,792658,ISlK,,Beyoglu,41.03907,28.9827,Entire home/apt,626,3,228,2021-11-28,2.12,9,360,22,
853852,ModernKing Suite Studio Near Taksim,730566,Murat,,Beyoglu,41.03807,28.98088,Private room,641,1,0,,,3,365,0,
853928,"COMFORTABLE, CHIC, MODERN",4452858,Derya,,Kagithane,41.09796,28.96931,Private room,384,1,0,,,1,365,0,
854850,X Flats Tophane Deluxe 2+1 City View Flat,1585558,Xflats,,Beyoglu,41.0281,28.98061,Entire home/apt,1131,1,12,2021-08-22,0.19,20,361,2,
855862,LOVELY ROOM -Central Kadıkoy-Moda,4473413,Yaşam,,Kadikoy,40.98275,29.02238,Private room,200,2,3,2014-03-01,0.03,1,364,0,
856979,"Lovely, bright, historical: Galata",4481370,Tan,,Beyoglu,41.02722,28.97318,Private room,408,3,37,2016-04-15,0.42,1,0,0,
858037,"Uptwins Deluxe Residence, 1+1",4489105,Osman,,Kartal,40.90959,29.21125,Entire home/apt,1821,1,0,,,1,365,0,
861148,Cihangir antique palace - Beyoğlu,4511780,Tolga,,Beyoglu,41.03076,28.98148,Entire home/apt,316,2,83,2021-12-27,0.77,1,355,19,
865649,Room in Kadikoy,2924046,Ezgi,,Kadikoy,40.98494,29.03264,Private room,1166,1,0,,,2,83,0,
868130,Double Room with Garden in No11 Hotel,4131290,Ayşe Zeynep,,Beyoglu,41.03053,28.97447,Hotel room,373,1,90,2021-03-22,0.84,7,353,2,
868318,Area Apartments *Mis* Taksim,4573286,Sayat,,Beyoglu,41.03702,28.98203,Entire home/apt,1166,1,0,,,1,365,0,
871348,Spacious Balcony Duplex Sultanahmet,4593728,Gulnur,,Fatih,41.00633,28.97045,Entire home/apt,1180,30,84,2019-12-26,0.78,4,365,0,
871781,Sea view Family Suite Sultanahmet,4593728,Gulnur,,Fatih,41.00633,28.97045,Entire home/apt,734,30,115,2021-12-01,1.07,4,332,2,
871792,Super Luxury Farmhouse in Silivri,4373001,Serkan,,Silivri,41.21394,28.08979,Entire home/apt,2643,2,1,2015-08-03,0.01,1,362,0,
874508,Seaview Penthouse Suite Sultanahmet,4593728,Gulnur,,Fatih,41.00637,28.9704,Entire home/apt,608,30,75,2019-11-22,0.71,4,364,0,
874746,Spacious Garden Duplex Sultanahmet,4593728,Gulnur,,Fatih,41.00633,28.97045,Entire home/apt,1880,90,150,2020-01-08,1.40,4,365,0,
874931,"Sultanahmet - Istanbul, Tugra Suite",2999837,Saban,,Fatih,41.00417,28.96604,Entire home/apt,640,1,233,2021-12-01,2.16,15,334,35,
874935,"Sultanahmet - Istanbul, Cumba Suite",2999837,Saban,,Fatih,41.00417,28.96604,Entire home/apt,466,1,181,2021-12-06,1.68,15,362,18,
875054,"Sultanahmet-Istanbul, Sarnic Suite",2999837,Saban,,Fatih,41.00417,28.96604,Entire home/apt,505,1,123,2021-11-30,1.15,15,355,22,
877785,Nice Flat at heart of İstiklal,4638427,Fevzi,,Beyoglu,41.03392,28.97981,Entire home/apt,1283,1,0,,,1,365,0,
879400,Family Suite for 4 fully serviced in Nişantaşı,4126563,Burak,,Sisli,41.05015,28.98833,Hotel room,2540,1,1,2019-12-25,0.04,4,333,0,
883171,Deluxe 2 Br Apt Close 2 Blue Mosque,2999837,Saban,,Fatih,41.00408,28.97602,Entire home/apt,1101,1,109,2021-12-01,1.01,15,350,4,
891043,"1+1,Live in an historic three Civilizations Life!",4733924,Cesim,,Fatih,41.0047,28.97108,Entire home/apt,591,3,21,2021-12-14,0.24,7,362,10,
891181,Beautiful Double Room in Besiktas,2541656,Başak,,Besiktas,41.05167,29.00572,Private room,233,120,30,2020-11-01,0.28,11,212,0,
896029,Superior Suite @CIHANGIR,4229442,Hasan,,Beyoglu,41.03131,28.98648,Entire home/apt,1399,2,3,2019-08-24,0.06,3,358,0,
898574,Heritage flat on the Istiklal Ave. built 1874,4760390,Tayfun,,Beyoglu,41.036217,28.981125,Private room,408,7,0,,,1,359,0,
903061,Cozy Flat with Sea View,4827459,Güven,,Beyoglu,41.02907,28.9825,Entire home/apt,666,2,8,2020-12-28,0.08,8,356,0,
906234,Old Neighboor of Istanbul rent room,4850445,Orkun,,Fatih,41.00097,28.93073,Private room,292,1,0,,,1,365,0,
906294,"Great place in Buyukada, Istanbul!",4850823,Feyza,,Adalar,40.87313,29.12668,Entire home/apt,1694,60,8,2019-08-25,0.08,1,122,0,
907868,Sultanahmet-w/ balcony next 2d park,2999837,Saban,,Fatih,41.00389,28.96685,Entire home/apt,466,1,17,2015-09-26,0.16,15,273,0,
908653,Bright clean near Istiklal Street ! (5),1605466,Kerem,,Beyoglu,41.03948,28.98233,Entire home/apt,680,1,256,2021-12-11,2.76,12,359,11,
909246,big room in nice/central apartment,4844548,Ayshin,,Sisli,41.04633,28.98518,Private room,583,1,0,,,1,90,0,
909875,Charming Apartment in Golden Horn,4489405,Ali,,Fatih,41.03132,28.94801,Private room,641,1,0,,,1,364,0,
922210,Studio Flat at Istanbul,4958797,Seher,,Kadikoy,40.98351,29.02352,Private room,408,8,1,2018-04-29,0.02,1,363,0,
925717,"Cozy flat, City Centre,Taksim Area",4980245,Nelly,,Beyoglu,41.0376,28.97527,Entire home/apt,408,2,8,2019-12-07,0.08,8,29,0,
929076,Penthouse in Beyoglu enjoy Bosphorus,2461445,Yiğit,,Beyoglu,41.03284,28.98547,Private room,999,1,7,2016-05-13,0.09,1,88,0,
932260,Amazing apartment in the center,5023383,Han,,Beyoglu,41.03522,28.98622,Entire home/apt,1082,3,66,2021-11-26,0.62,2,357,9,
933576,5 min to Taksim - central & clean,5033953,Volkan,,Beyoglu,41.03662,28.98204,Private room,775,1,0,,,2,365,0,
933819,5 min to Taksim - central & clean 2,5033953,Volkan,,Beyoglu,41.03609,28.98395,Entire home/apt,1108,1,1,2013-04-24,0.01,2,365,0,
936814,COSY&SUNNY ROOM NEAR HOTELS LAND!!,896399,Elif,,Besiktas,41.0605,29.00439,Private room,366,3,1,2013-10-02,0.01,1,365,0,
936843,Close to Bosphorus & Metro Station!,3476127,Ozan,,Besiktas,41.06343,29.0334,Entire home/apt,991,1,3,2016-12-18,0.03,3,363,0,
937206,Studio Apartment in Beyoglu/TAKSIM,2781217,Fatma,,Beyoglu,41.03685,28.97702,Entire home/apt,245,1,42,2021-12-10,0.39,7,307,2,
938817,Furnished Apartment in TAKSIM,4674027,Sevim,,Beyoglu,41.03949,28.98422,Private room,583,1,0,,,1,365,0,
940801,Small Studio1@TAKSIM Very Touristic,4172454,Safa,,Beyoglu,41.03951,28.98176,Hotel room,348,2,48,2021-04-04,0.46,13,361,1,
940804,Small Studio@Taksim Square,4172454,Safa,,Beyoglu,41.03856,28.98152,Entire home/apt,418,2,48,2021-12-11,1.46,13,359,7,
940808,Small Studio3@TAKSIM Very Touristic,4172454,Safa,,Beyoglu,41.03965,28.98184,Hotel room,383,2,115,2020-11-14,1.58,13,361,0,
940809,Small Studio4@TAKSIM Very Touristic,4172454,Safa,,Beyoglu,41.03907,28.98266,Hotel room,375,2,54,2021-10-27,1.41,13,360,1,
940812,Big Studio1 @ TAKSIM Very Touristic,4172454,Safa,,Beyoglu,41.03964,28.98186,Entire home/apt,348,2,87,2021-11-10,0.93,13,344,14,
940814,Big Studio2 @ TAKSIM Very Touristic,4172454,Safa,,Beyoglu,41.03965,28.98187,Hotel room,368,2,111,2021-12-01,1.51,13,361,10,
940818,Big Studio3 @ TAKSIM Very Touristic,4172454,Safa,,Beyoglu,41.04022,28.98109,Hotel room,423,2,69,2021-12-01,1.75,13,361,6,
940821,1+1 Suit 1 @ TAKSIM very Touristic,4172454,Safa,,Beyoglu,41.03964,28.98186,Hotel room,426,2,41,2021-09-25,0.44,13,356,4,
940824,1+1 Suit 2 @ TAKSIM very Touristic,4172454,Safa,,Beyoglu,41.03964,28.98185,Hotel room,737,2,71,2021-11-22,0.68,13,354,8,
940826,1+1 Suit 3 @ TAKSIM very Touristic,4172454,Safa,,Beyoglu,41.03965,28.98184,Hotel room,312,2,73,2021-12-22,1.00,13,353,19,
940833,2+1 Suit @ TAKSIM very Touristic,4172454,Safa,,Beyoglu,41.03962,28.98184,Entire home/apt,800,2,46,2021-01-05,0.88,13,295,1,
942070,Apartment located in Besiktas,5093813,Gül,,Besiktas,41.04645,29.0078,Entire home/apt,614,30,3,2017-09-20,0.03,1,0,0,
942800,Large group-GalataTower-5room-4Bdrm- 4Bth -8people,213410,Evrim,,Beyoglu,41.02715,28.97417,Entire home/apt,1959,1,126,2021-12-22,1.18,4,85,8,
943888,Spacious and Cosy Apartment @Talatpaşa //PERPA,5107804,Baris,,Kagithane,41.06437,28.9674,Entire home/apt,793,1,5,2015-09-08,0.05,1,362,0,
945548,Nice Room in Tesvikiye / ISTANBUL,4936960,Mehtap,,Besiktas,41.04868,28.99773,Private room,198,4,2,2021-10-24,0.02,2,326,1,
946305,Designer Loft in Asmalimescit,5127970,Pinar,,Beyoglu,41.03082,28.97842,Entire home/apt,1574,3,140,2021-12-10,1.33,1,345,20,
948686,Special Penthouse @Taksim Square,783470,Aslinaz,,Beyoglu,41.03555,28.98309,Entire home/apt,1516,2,13,2019-04-21,0.12,3,362,0,
952315,"Apt for rent in Istanbul, Turkey",5169405,Nikos And Zarife,,Beyoglu,41.03854,28.98523,Entire home/apt,824,150,3,2016-07-23,0.03,1,364,0,
955886,new apartment near taksim square,5193989,Dr. Can,,Beyoglu,41.03488,28.98976,Entire home/apt,583,30,2,2018-07-01,0.04,1,358,0,
957621,renovated flat in pera center,5208181,Revşan,,Beyoglu,41.03821,28.97562,Entire home/apt,917,3,23,2014-05-07,0.22,1,365,0,
